2014-09-07 06:33:24.179+0000 INFO  [o.n.k.i.DiagnosticsManager]: --- STARTED diagnostics for NEO_STORE_VERSIONS END ---
2014-09-07 06:33:24.179+0000 INFO  [o.n.k.i.DiagnosticsManager]: --- STARTED diagnostics for NEO_STORE_ID_USAGE START ---
2014-09-07 06:33:24.180+0000 INFO  [o.n.k.i.DiagnosticsManager]: --- STARTED diagnostics for NEO_STORE_ID_USAGE END ---
2014-09-07 06:33:24.180+0000 INFO  [o.n.k.i.DiagnosticsManager]: --- STARTED diagnostics for PERSISTENCE_WINDOW_POOL_STATS START ---
2014-09-07 06:33:24.180+0000 INFO  [o.n.k.i.DiagnosticsManager]: --- STARTED diagnostics for PERSISTENCE_WINDOW_POOL_STATS END ---
2014-09-07 06:33:24.181+0000 INFO  [o.n.k.i.DiagnosticsManager]: --- STARTED diagnostics for KernelDiagnostics:StoreFiles START ---
2014-09-07 06:33:24.193+0000 INFO  [o.n.k.i.DiagnosticsManager]: --- STARTED diagnostics for KernelDiagnostics:StoreFiles END ---
2014-09-07 06:33:24.242+0000 INFO  [o.n.k.EmbeddedGraphDatabase]: GC Monitor started. 
2014-09-07 06:33:24.242+0000 INFO  [o.n.k.EmbeddedGraphDatabase]: Database is now ready
2014-09-07 06:33:27.669+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 820ms [total block time: 0.82s]
2014-09-07 06:33:29.281+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 110ms [total block time: 0.93s]
2014-09-07 06:33:32.311+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 1828ms [total block time: 2.758s]
2014-09-07 06:33:35.521+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 107ms [total block time: 2.865s]
2014-09-07 06:33:39.078+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 2056ms [total block time: 4.921s]
2014-09-07 06:33:41.461+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 181ms [total block time: 5.102s]
2014-09-07 06:33:45.824+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 179ms [total block time: 5.281s]
2014-09-07 06:33:48.578+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 2554ms [total block time: 7.835s]
2014-09-07 06:33:48.968+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 190ms [total block time: 8.025s]
2014-09-07 06:33:49.405+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 137ms [total block time: 8.162s]
2014-09-07 06:33:49.807+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 202ms [total block time: 8.364s]
2014-09-07 06:33:50.429+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 222ms [total block time: 8.586s]
2014-09-07 06:33:53.794+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 3063ms [total block time: 11.649s]
2014-09-07 06:33:54.470+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 275ms [total block time: 11.924s]
2014-09-07 06:33:54.943+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 173ms [total block time: 12.097s]
2014-09-07 06:33:55.459+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 216ms [total block time: 12.313s]
2014-09-07 06:33:58.957+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 3198ms [total block time: 15.511s]
2014-09-07 06:33:59.726+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 165ms [total block time: 15.676s]
2014-09-07 06:34:00.235+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 209ms [total block time: 15.885s]
2014-09-07 06:34:00.963+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 327ms [total block time: 16.212s]
2014-09-07 06:34:01.731+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 267ms [total block time: 16.479s]
2014-09-07 06:34:02.370+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 339ms [total block time: 16.818s]
2014-09-07 06:34:13.283+0000 WARN  [o.n.k.EmbeddedGraphDatabase]: GC Monitor: Application threads blocked for an additional 7210ms [total block time: 24.028s]
